name	stargazers_count	html_url
MiniMax-H3	6384	https://github.com/MiniMax-AI/MiniMax-H3
arc-task-gen	3694	https://github.com/pathwaycom/arc-task-gen
oil-motion	1923	https://github.com/oil-oil/oil-motion
MatrAIx-Persona-8B	1255	https://github.com/MatrAIx-ai/MatrAIx-Persona-8B
Auto-BenchMax	1143	https://github.com/sunny-glow/Auto-BenchMax
MoonEP	1095	https://github.com/MoonshotAI/MoonEP
wp2shell-PoC	842	https://github.com/sowarma/wp2shell-PoC
grok-register-panel	800	https://github.com/lij768423-svg/grok-register-panel
comfyui-minimax-h3-audio-T8	748	https://github.com/T8mars/comfyui-minimax-h3-audio-T8
travel-photo-abstraction	654	https://github.com/Evianis/travel-photo-abstraction
