name	stargazers_count	html_url
openworker	13575	https://github.com/andrewyng/openworker
img2threejs	10168	https://github.com/img2threejs/img2threejs
gpt-5.6-instruct	4921	https://github.com/MDX-Tom/gpt-5.6-instruct
esp32-ai	3755	https://github.com/slvDev/esp32-ai
harness-engineering	2465	https://github.com/lopopolo/harness-engineering
KiroCrew	2276	https://github.com/kirodotdev/KiroCrew
SimpleEnglish	1948	https://github.com/AminBlg/SimpleEnglish
human-writing	1870	https://github.com/KKKKhazix/human-writing
goutoujunshi	1773	https://github.com/powerycy/goutoujunshi
beautify-github-readme	1526	https://github.com/oil-oil/beautify-github-readme
