name	stargazers_count	html_url
Unlimited-OCR	13264	https://github.com/baidu/Unlimited-OCR
omnigent	6228	https://github.com/omnigent-ai/omnigent
DeepSpec	6169	https://github.com/deepseek-ai/DeepSpec
exploitarium	3649	https://github.com/bikini/exploitarium
oomwoo	3475	https://github.com/makerspet/oomwoo
aur-malware-check	1948	https://github.com/lenucksi/aur-malware-check
GordenSuperPPTSkills	1377	https://github.com/GordenSun/GordenSuperPPTSkills
Codex-5.5-codex-instruct-5.5	1373	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
pixel2motion	1370	https://github.com/nolangz/pixel2motion
agent-apprenticeship	1215	https://github.com/Forsy-AI/agent-apprenticeship
