name	stargazers_count	html_url
Unlimited-OCR	13175	https://github.com/baidu/Unlimited-OCR
omnigent	6160	https://github.com/omnigent-ai/omnigent
DeepSpec	6053	https://github.com/deepseek-ai/DeepSpec
exploitarium	3597	https://github.com/bikini/exploitarium
oomwoo	3284	https://github.com/makerspet/oomwoo
aur-malware-check	1941	https://github.com/lenucksi/aur-malware-check
GordenSuperPPTSkills	1365	https://github.com/GordenSun/GordenSuperPPTSkills
pixel2motion	1350	https://github.com/nolangz/pixel2motion
Codex-5.5-codex-instruct-5.5	1286	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
agent-apprenticeship	1189	https://github.com/Forsy-AI/agent-apprenticeship
