name	stargazers_count	html_url
awesome-gpt-image-2-API-and-Prompts	13481	https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts
OpenMythos	12278	https://github.com/kyegomez/OpenMythos
browser-harness	11672	https://github.com/browser-use/browser-harness
video-use	6948	https://github.com/browser-use/video-use
lingbot-map	5967	https://github.com/Robbyant/lingbot-map
copy-fail-CVE-2026-31431	3602	https://github.com/theori-io/copy-fail-CVE-2026-31431
nature-skills	3197	https://github.com/Yuan1z0825/nature-skills
MasterHttpRelayVPN	2731	https://github.com/masterking32/MasterHttpRelayVPN
mhr-cfw	2700	https://github.com/denuitt1/mhr-cfw
OpenChronicle	2155	https://github.com/Einsia/OpenChronicle
