name	stargazers_count	html_url
openworker	14309	https://github.com/andrewyng/openworker
MiniMax-H3	5425	https://github.com/MiniMax-AI/MiniMax-H3
oil-motion	1602	https://github.com/oil-oil/oil-motion
arc-task-gen	1128	https://github.com/pathwaycom/arc-task-gen
Auto-BenchMax	1079	https://github.com/sunny-glow/Auto-BenchMax
MoonEP	1068	https://github.com/MoonshotAI/MoonEP
OutlookRegister	1034	https://github.com/daimon3332/OutlookRegister
rachel-digital-human-production	949	https://github.com/Jingyi-Wu-Richael/rachel-digital-human-production
MatrAIx-Persona-8B	893	https://github.com/MatrAIx-ai/MatrAIx-Persona-8B
wp2shell-poc	738	https://github.com/Icex0/wp2shell-poc
