name	stargazers_count	html_url
odysseus	55592	https://github.com/pewdiepie-archdaemon/odysseus
defending-code-reference-harness	3061	https://github.com/anthropics/defending-code-reference-harness
vggt-omega	2551	https://github.com/facebookresearch/vggt-omega
PaperSpine	2289	https://github.com/WUBING2023/PaperSpine
smartNode	2003	https://github.com/Tong89/smartNode
MisoTTS	1899	https://github.com/MisoLabsAI/MisoTTS
GordenPPTSkill	1731	https://github.com/GordenSun/GordenPPTSkill
Pixal3D	1686	https://github.com/TencentARC/Pixal3D
science-skills	1604	https://github.com/google-deepmind/science-skills
aBaiAutoplus	1531	https://github.com/asz798838958/aBaiAutoplus
