name	stargazers_count	html_url
openworker	9955	https://github.com/andrewyng/openworker
X4G	6954	https://github.com/x4gKing/X4G
jacobian-lens	1603	https://github.com/anthropics/jacobian-lens
Three.js-Object-Sculptor-Codex-Plugin	1509	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
mimic	1484	https://github.com/littledivy/mimic
lingbot-world-v2	1422	https://github.com/Robbyant/lingbot-world-v2
StaffDeck	1097	https://github.com/OpenBMB/StaffDeck
codex-first-customer-finder-skill	933	https://github.com/Kappaemme-git/codex-first-customer-finder-skill
muscriptor	915	https://github.com/muscriptor/muscriptor
lingbot-video	879	https://github.com/Robbyant/lingbot-video
