name	stargazers_count	html_url
openworker	14553	https://github.com/andrewyng/openworker
watermarks-remover	9696	https://github.com/guillaumemeyer/watermarks-remover
MiniMax-H3	6066	https://github.com/MiniMax-AI/MiniMax-H3
esp32-ai	4013	https://github.com/slvDev/esp32-ai
awesome-dsh-plugin	2975	https://github.com/awesome-dsh-plugin/awesome-dsh-plugin
human-writing	2741	https://github.com/KKKKhazix/human-writing
arc-task-gen	2443	https://github.com/pathwaycom/arc-task-gen
SimpleEnglish	2408	https://github.com/AminBlg/SimpleEnglish
goutoujunshi	2221	https://github.com/powerycy/goutoujunshi
phone-harness	1814	https://github.com/ShawnPana/phone-harness
