name	stargazers_count	html_url
autoresearch	58478	https://github.com/karpathy/autoresearch
CLI-Anything	23929	https://github.com/HKUDS/CLI-Anything
AutoResearchClaw	9105	https://github.com/aiming-lab/AutoResearchClaw
ClawTeam	3816	https://github.com/HKUDS/ClawTeam
tg-ws-proxy	3624	https://github.com/Flowseal/tg-ws-proxy
OBLITERATUS	3390	https://github.com/elder-plinius/OBLITERATUS
MetaClaw	2827	https://github.com/aiming-lab/MetaClaw
Clawith	2480	https://github.com/dataelement/Clawith
wechat-decrypt	2212	https://github.com/ylytdeng/wechat-decrypt
twitter-cli	2122	https://github.com/public-clis/twitter-cli
