name	stargazers_count	html_url
nanobot	26884	https://github.com/HKUDS/nanobot
ClawWork	5905	https://github.com/HKUDS/ClawWork
financial-services-plugins	4868	https://github.com/anthropics/financial-services-plugins
Agent-Reach	3027	https://github.com/Panniantong/Agent-Reach
CoPaw	1974	https://github.com/agentscope-ai/CoPaw
GLM-OCR	1815	https://github.com/zai-org/GLM-OCR
dataclaw	1602	https://github.com/peteromallet/dataclaw
FastCode	1527	https://github.com/HKUDS/FastCode
OpenPlanter	1369	https://github.com/ShinMegamiBoson/OpenPlanter
claude-seo	1268	https://github.com/AgriciDaniel/claude-seo
