name	stargazers_count	html_url
odysseus	70965	https://github.com/pewdiepie-archdaemon/odysseus
defending-code-reference-harness	5851	https://github.com/anthropics/defending-code-reference-harness
MisoTTS	2818	https://github.com/MisoLabsAI/MisoTTS
Void-Tools-v2.0	2159	https://github.com/V0id-v2/Void-Tools-v2.0
ideogram4	2029	https://github.com/ideogram-oss/ideogram4
GordenPPTSkill	2008	https://github.com/GordenSun/GordenPPTSkill
smartNode	1987	https://github.com/Tong89/smartNode
gemini-web2api	1733	https://github.com/Sophomoresty/gemini-web2api
JoyAI-Echo	1547	https://github.com/jd-opensource/JoyAI-Echo
omnigent	1177	https://github.com/omnigent-ai/omnigent
