name	stargazers_count	html_url
colleague-skill	16576	https://github.com/titanwings/colleague-skill
nuwa-skill	14619	https://github.com/alchaincyf/nuwa-skill
lingbot-map	4581	https://github.com/Robbyant/lingbot-map
OmniVoice	4276	https://github.com/k2-fsa/OmniVoice
yourself-skill	2405	https://github.com/notdog1998/yourself-skill
see-through	2235	https://github.com/shitagaki-lab/see-through
JoyAI-Image	1952	https://github.com/jd-opensource/JoyAI-Image
harness-books	1873	https://github.com/wquguru/harness-books
gemma-tuner-multimodal	1386	https://github.com/mattmireles/gemma-tuner-multimodal
ex-skill	1336	https://github.com/perkfly/ex-skill
