name	stargazers_count	html_url
Unlimited-OCR	13823	https://github.com/baidu/Unlimited-OCR
DeepSpec	6496	https://github.com/deepseek-ai/DeepSpec
exploitarium	3836	https://github.com/bikini/exploitarium
X4G	3378	https://github.com/x4gKing/X4G
aur-malware-check	1988	https://github.com/lenucksi/aur-malware-check
Codex-5.5-codex-instruct-5.5	1696	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
tabfm	1627	https://github.com/google-research/tabfm
pixel2motion	1567	https://github.com/nolangz/pixel2motion
claude-real-video	1451	https://github.com/HUANGCHIHHUNGLeo/claude-real-video
agent-apprenticeship	1311	https://github.com/Forsy-AI/agent-apprenticeship
