name	stargazers_count	html_url
Unlimited-OCR	14285	https://github.com/baidu/Unlimited-OCR
DeepSpec	6658	https://github.com/deepseek-ai/DeepSpec
X4G	5458	https://github.com/x4gKing/X4G
exploitarium	3925	https://github.com/bikini/exploitarium
Codex-5.5-codex-instruct-5.5	1888	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
jacobian-lens	1364	https://github.com/anthropics/jacobian-lens
CyberPPT	1286	https://github.com/crazyykhllc-bit/CyberPPT
lingbot-world-v2	1178	https://github.com/Robbyant/lingbot-world-v2
Three.js-Object-Sculptor-Codex-Plugin	1004	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
mimic	993	https://github.com/littledivy/mimic
