name	stargazers_count	html_url
laya	24608	https://github.com/NandhaKishorM/laya
SemIf-OpenJev	4321	https://github.com/TheoLeeCJ/SemIf-OpenJev
wechat-intelligence-hub	2528	https://github.com/Rion-Wu-tech/wechat-intelligence-hub
NanoJev	2250	https://github.com/TianyuCodings/NanoJev
Edge0	2080	https://github.com/Edge0-AI/Edge0
nimble	1807	https://github.com/bespokelabsai/nimble
holo-card-studio	1794	https://github.com/EverettFish/holo-card-studio
apk-reverse	1461	https://github.com/newliver666/apk-reverse
ffmpeg-skill	1405	https://github.com/kajisho5/ffmpeg-skill
jevlike	1299	https://github.com/vinnylarouge/jevlike
