name	stargazers_count	html_url
openworker	11564	https://github.com/andrewyng/openworker
Three.js-Object-Sculptor-Codex-Plugin	1538	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
mimic	1501	https://github.com/littledivy/mimic
lingbot-world-v2	1451	https://github.com/Robbyant/lingbot-world-v2
StaffDeck	1334	https://github.com/OpenBMB/StaffDeck
xy	1205	https://github.com/reflex-dev/xy
MoonEP	980	https://github.com/MoonshotAI/MoonEP
codex-first-customer-finder-skill	947	https://github.com/Kappaemme-git/codex-first-customer-finder-skill
lingbot-video	896	https://github.com/Robbyant/lingbot-video
lingbot-vision	888	https://github.com/Robbyant/lingbot-vision
