name	stargazers_count	html_url
awesome-gpt-image-2-API-and-Prompts	13703	https://github.com/EvoLinkAI/awesome-gpt-image-2-API-and-Prompts
OpenMythos	12317	https://github.com/kyegomez/OpenMythos
browser-harness	11831	https://github.com/browser-use/browser-harness
video-use	7051	https://github.com/browser-use/video-use
lingbot-map	6024	https://github.com/Robbyant/lingbot-map
nature-skills	3695	https://github.com/Yuan1z0825/nature-skills
copy-fail-CVE-2026-31431	3648	https://github.com/theori-io/copy-fail-CVE-2026-31431
MasterHttpRelayVPN	2885	https://github.com/masterking32/MasterHttpRelayVPN
mhr-cfw	2871	https://github.com/denuitt1/mhr-cfw
OpenChronicle	2213	https://github.com/Einsia/OpenChronicle
