name	stargazers_count	html_url
watermarks-remover	18567	https://github.com/guillaumemeyer/watermarks-remover
awesome-dsh-plugin	12998	https://github.com/awesome-dsh-plugin/awesome-dsh-plugin
arc-task-gen	6701	https://github.com/pathwaycom/arc-task-gen
human-writing	3134	https://github.com/KKKKhazix/human-writing
sprix-sage-router	2328	https://github.com/wang2122/sprix-sage-router
Fuxi	2122	https://github.com/fuxicodex/Fuxi
phone-harness	2070	https://github.com/ShawnPana/phone-harness
oil-motion	2043	https://github.com/oil-oil/oil-motion
JoyAI-Video-Edit	1676	https://github.com/jd-opensource/JoyAI-Video-Edit
MatrAIx-Persona-8B	1588	https://github.com/MatrAIx-ai/MatrAIx-Persona-8B
