name	stargazers_count	html_url
defending-code-reference-harness	6029	https://github.com/anthropics/defending-code-reference-harness
MisoTTS	2871	https://github.com/MisoLabsAI/MisoTTS
Void-Tools-v2.0	2180	https://github.com/V0id-v2/Void-Tools-v2.0
ideogram4	2082	https://github.com/ideogram-oss/ideogram4
smartNode	1987	https://github.com/Tong89/smartNode
JoyAI-Echo	1590	https://github.com/jd-opensource/JoyAI-Echo
aimili-vpngate	1077	https://github.com/baoweise-bot/aimili-vpngate
reg-factory	839	https://github.com/tiantianGPU/reg-factory
pianke	728	https://github.com/zhaoyue4810/pianke
TripoSplat	696	https://github.com/VAST-AI-Research/TripoSplat
