name	stargazers_count	html_url
DeepSpec	6723	https://github.com/deepseek-ai/DeepSpec
X4G	6205	https://github.com/x4gKing/X4G
Codex-5.5-codex-instruct-5.5	1977	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
jacobian-lens	1501	https://github.com/anthropics/jacobian-lens
mimic	1435	https://github.com/littledivy/mimic
CyberPPT	1380	https://github.com/crazyykhllc-bit/CyberPPT
Three.js-Object-Sculptor-Codex-Plugin	1373	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
lingbot-world-v2	1332	https://github.com/Robbyant/lingbot-world-v2
codex-keysmith	1261	https://github.com/Jia-Ethan/codex-keysmith
codex-first-customer-finder-skill	883	https://github.com/Kappaemme-git/codex-first-customer-finder-skill
