name	stargazers_count	html_url
colleague-skill	14624	https://github.com/titanwings/colleague-skill
nuwa-skill	11748	https://github.com/alchaincyf/nuwa-skill
turboquant_plus	6301	https://github.com/TheTom/turboquant_plus
OmniVoice	3619	https://github.com/k2-fsa/OmniVoice
any-auto-register	3040	https://github.com/zc-zhangchen/any-auto-register
yourself-skill	2150	https://github.com/notdog1998/yourself-skill
see-through	2064	https://github.com/shitagaki-lab/see-through
ministack	2042	https://github.com/ministackorg/ministack
codex-console	1964	https://github.com/dou-jiang/codex-console
leak-check	1901	https://github.com/garinasset/leak-check
