name	stargazers_count	html_url
DeepSpec	6709	https://github.com/deepseek-ai/DeepSpec
X4G	5987	https://github.com/x4gKing/X4G
exploitarium	3974	https://github.com/bikini/exploitarium
Codex-5.5-codex-instruct-5.5	1965	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
jacobian-lens	1482	https://github.com/anthropics/jacobian-lens
CyberPPT	1359	https://github.com/crazyykhllc-bit/CyberPPT
mimic	1358	https://github.com/littledivy/mimic
lingbot-world-v2	1321	https://github.com/Robbyant/lingbot-world-v2
Three.js-Object-Sculptor-Codex-Plugin	1244	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
codex-keysmith	1130	https://github.com/Jia-Ethan/codex-keysmith
