name	stargazers_count	html_url
autoresearch	54165	https://github.com/karpathy/autoresearch
CLI-Anything	22446	https://github.com/HKUDS/CLI-Anything
CorridorKey	8954	https://github.com/nikopueringer/CorridorKey
AutoResearchClaw	8413	https://github.com/aiming-lab/AutoResearchClaw
OpenClaw-RL	4141	https://github.com/Gen-Verse/OpenClaw-RL
Auto-claude-code-research-in-sleep	3788	https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep
Anthropic-Cybersecurity-Skills	3686	https://github.com/mukul975/Anthropic-Cybersecurity-Skills
code-review-graph	3460	https://github.com/tirth8205/code-review-graph
ClawTeam	3381	https://github.com/HKUDS/ClawTeam
tg-ws-proxy	3361	https://github.com/Flowseal/tg-ws-proxy
