name	stargazers_count	html_url
colleague-skill	15249	https://github.com/titanwings/colleague-skill
nuwa-skill	12773	https://github.com/alchaincyf/nuwa-skill
turboquant_plus	6363	https://github.com/TheTom/turboquant_plus
OmniVoice	3819	https://github.com/k2-fsa/OmniVoice
lingbot-map	2575	https://github.com/Robbyant/lingbot-map
leak-check	2388	https://github.com/garinasset/leak-check
yourself-skill	2228	https://github.com/notdog1998/yourself-skill
see-through	2137	https://github.com/shitagaki-lab/see-through
ministack	2110	https://github.com/ministackorg/ministack
JoyAI-Image	1921	https://github.com/jd-opensource/JoyAI-Image
