name	stargazers_count	html_url
vggt-omega	1949	https://github.com/facebookresearch/vggt-omega
Pixal3D	1528	https://github.com/TencentARC/Pixal3D
smartNode	1498	https://github.com/Tong89/smartNode
rkn-block-checker	1358	https://github.com/MayersScott/rkn-block-checker
keep-codex-fast	1198	https://github.com/vibeforge1111/keep-codex-fast
PaperSpine	1191	https://github.com/WUBING2023/PaperSpine
Gopay_plus_automatic	1095	https://github.com/ywnd1144/Gopay_plus_automatic
invisible_playwright	1054	https://github.com/feder-cr/invisible_playwright
Lance	976	https://github.com/bytedance/Lance
codex-complexity-optimizer	871	https://github.com/Kappaemme-git/codex-complexity-optimizer
