name	stargazers_count	html_url
openworker	8652	https://github.com/andrewyng/openworker
img2threejs	6898	https://github.com/img2threejs/img2threejs
X4G	6891	https://github.com/x4gKing/X4G
gpt-5.6-instruct	3260	https://github.com/MDX-Tom/gpt-5.6-instruct
no-ai-slop	2976	https://github.com/petergyang/no-ai-slop
harness-engineering	2378	https://github.com/lopopolo/harness-engineering
fable-method	1948	https://github.com/Sahir619/fable-method
claude-real-video	1871	https://github.com/HUANGCHIHHUNGLeo/claude-real-video
esp32-ai	1734	https://github.com/slvDev/esp32-ai
jacobian-lens	1592	https://github.com/anthropics/jacobian-lens
