name	stargazers_count	html_url
PRAXIST	6600	https://github.com/sapientinc/PRAXIST
Amagine3D	4025	https://github.com/amagine-ai/Amagine3D
sprix-sage-router	3685	https://github.com/wang2122/sprix-sage-router
mono-color-skill	3024	https://github.com/yanliudesign/mono-color-skill
commerce-agents	2742	https://github.com/anthropics/commerce-agents
FrontierAgent	2619	https://github.com/ApodexAI/FrontierAgent
sepia	2553	https://github.com/Nanako0129/sepia
wechat-intelligence-hub	2095	https://github.com/Rion-Wu-tech/wechat-intelligence-hub
WeMM-Embedding	1478	https://github.com/Tencent/WeMM-Embedding
holo-card-studio	1443	https://github.com/EverettFish/holo-card-studio
