name	stargazers_count	html_url
openworker	14409	https://github.com/andrewyng/openworker
MiniMax-H3	5745	https://github.com/MiniMax-AI/MiniMax-H3
watermarks-remover	5302	https://github.com/guillaumemeyer/watermarks-remover
esp32-ai	3979	https://github.com/slvDev/esp32-ai
human-writing	2649	https://github.com/KKKKhazix/human-writing
harness-engineering	2489	https://github.com/lopopolo/harness-engineering
Qwen-MM-Plugins	2428	https://github.com/QwenLM/Qwen-MM-Plugins
SimpleEnglish	2299	https://github.com/AminBlg/SimpleEnglish
goutoujunshi	2149	https://github.com/powerycy/goutoujunshi
phone-harness	1712	https://github.com/ShawnPana/phone-harness
