name	stargazers_count	html_url
lingbot-map	5784	https://github.com/Robbyant/lingbot-map
MasterHttpRelayVPN	2433	https://github.com/masterking32/MasterHttpRelayVPN
mhr-cfw	2314	https://github.com/denuitt1/mhr-cfw
OpenChronicle	2096	https://github.com/Einsia/OpenChronicle
TileKernels	1440	https://github.com/deepseek-ai/TileKernels
UZI-Skill	1373	https://github.com/wbh604/UZI-Skill
SNI-Spoofing	1300	https://github.com/patterniha/SNI-Spoofing
advisor-ledger	1127	https://github.com/the-hidden-fish/advisor-ledger
skills	1044	https://github.com/fancyai-official/skills
oransim	1040	https://github.com/OranAi-Ltd/oransim
