name	stargazers_count	html_url
AutoResearchClaw	10520	https://github.com/aiming-lab/AutoResearchClaw
colleague-skill	8495	https://github.com/titanwings/colleague-skill
OpenHarness	6192	https://github.com/HKUDS/OpenHarness
turboquant_plus	5756	https://github.com/TheTom/turboquant_plus
Auto-claude-code-research-in-sleep	5633	https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep
ai-agent-deep-dive	5195	https://github.com/tvytlx/ai-agent-deep-dive
ClawTeam	4479	https://github.com/HKUDS/ClawTeam
OpenSpace	4379	https://github.com/HKUDS/OpenSpace
caveman	4035	https://github.com/JuliusBrussee/caveman
autoagent	3562	https://github.com/kevinrgu/autoagent
