name	stargazers_count	html_url
autoresearch	61731	https://github.com/karpathy/autoresearch
CLI-Anything	25176	https://github.com/HKUDS/CLI-Anything
AutoResearchClaw	9614	https://github.com/aiming-lab/AutoResearchClaw
Auto-claude-code-research-in-sleep	4849	https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep
ClawTeam	4104	https://github.com/HKUDS/ClawTeam
tg-ws-proxy	3787	https://github.com/Flowseal/tg-ws-proxy
OBLITERATUS	3444	https://github.com/elder-plinius/OBLITERATUS
MetaClaw	3032	https://github.com/aiming-lab/MetaClaw
OpenSpace	2857	https://github.com/HKUDS/OpenSpace
Clawith	2618	https://github.com/dataelement/Clawith
