name	stargazers_count	html_url
colleague-skill	12987	https://github.com/titanwings/colleague-skill
nuwa-skill	7361	https://github.com/alchaincyf/nuwa-skill
turboquant_plus	6109	https://github.com/TheTom/turboquant_plus
OmniVoice	2988	https://github.com/k2-fsa/OmniVoice
any-auto-register	2852	https://github.com/zc-zhangchen/any-auto-register
Keychron-Keyboards-Hardware-Design	2596	https://github.com/Keychron/Keychron-Keyboards-Hardware-Design
codex-console	1908	https://github.com/dou-jiang/codex-console
leak-check	1889	https://github.com/garinasset/leak-check
codex-manager	1876	https://github.com/cnlimiter/codex-manager
ministack	1867	https://github.com/ministackorg/ministack
