name	stargazers_count	html_url
Void-Tools-v2.0	2806	https://github.com/V0id-v2/Void-Tools-v2.0
ideogram4	2197	https://github.com/ideogram-oss/ideogram4
aur-malware-check	1711	https://github.com/lenucksi/aur-malware-check
JoyAI-Echo	1644	https://github.com/jd-opensource/JoyAI-Echo
reg-factory	901	https://github.com/tiantianGPU/reg-factory
dots.tts	757	https://github.com/rednote-hilab/dots.tts
TripoSplat	749	https://github.com/VAST-AI-Research/TripoSplat
SCAIL-2	734	https://github.com/zai-org/SCAIL-2
qiaomu-goal-meta-skill	702	https://github.com/joeseesun/qiaomu-goal-meta-skill
ExamPass-Assistant	680	https://github.com/WUBING2023/ExamPass-Assistant
