name	stargazers_count	html_url
PRAXIST	6676	https://github.com/sapientinc/PRAXIST
Amagine3D	2286	https://github.com/amagine-ai/Amagine3D
oil-motion	2147	https://github.com/oil-oil/oil-motion
SpiderPanel	1042	https://github.com/amirh00sain/SpiderPanel
darwin-vm	947	https://github.com/jprx/darwin-vm
shulihuazixuecongshu	858	https://github.com/tradecatlabs/shulihuazixuecongshu
ComfyUI-H3-Motion-Context	813	https://github.com/NikoDemon80/ComfyUI-H3-Motion-Context
rewards-farmer	768	https://github.com/User0332/rewards-farmer
Zetta-Embodiment	690	https://github.com/air-embodied-brain/Zetta-Embodiment
X4G	683	https://github.com/x4gpanell/X4G
