name	stargazers_count	html_url
nuwa-skill	16540	https://github.com/alchaincyf/nuwa-skill
lingbot-map	5359	https://github.com/Robbyant/lingbot-map
OpenChronicle	1928	https://github.com/Einsia/OpenChronicle
MasterHttpRelayVPN	1842	https://github.com/masterking32/MasterHttpRelayVPN
copy-fail-CVE-2026-31431	1593	https://github.com/theori-io/copy-fail-CVE-2026-31431
gemma-tuner-multimodal	1397	https://github.com/mattmireles/gemma-tuner-multimodal
TileKernels	1374	https://github.com/deepseek-ai/TileKernels
UZI-Skill	1329	https://github.com/wbh604/UZI-Skill
SNI-Spoofing	1231	https://github.com/patterniha/SNI-Spoofing
advisor-ledger	1114	https://github.com/the-hidden-fish/advisor-ledger
