name	stargazers_count	html_url
Unlimited-OCR	14287	https://github.com/baidu/Unlimited-OCR
DeepSpec	6660	https://github.com/deepseek-ai/DeepSpec
X4G	5481	https://github.com/x4gKing/X4G
exploitarium	3927	https://github.com/bikini/exploitarium
Codex-5.5-codex-instruct-5.5	1889	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
claude-real-video	1638	https://github.com/HUANGCHIHHUNGLeo/claude-real-video
shepherd	1424	https://github.com/shepherd-agents/shepherd
jacobian-lens	1369	https://github.com/anthropics/jacobian-lens
gpt-5.6-instruct	1321	https://github.com/MDX-Tom/gpt-5.6-instruct
agent-apprenticeship	1315	https://github.com/Forsy-AI/agent-apprenticeship
