name	stargazers_count	html_url
watermarks-remover	17040	https://github.com/guillaumemeyer/watermarks-remover
awesome-dsh-plugin	11523	https://github.com/awesome-dsh-plugin/awesome-dsh-plugin
MiniMax-H3	6721	https://github.com/MiniMax-AI/MiniMax-H3
arc-task-gen	4545	https://github.com/pathwaycom/arc-task-gen
human-writing	2972	https://github.com/KKKKhazix/human-writing
srt-whiteboard-animation	2164	https://github.com/geeklee/srt-whiteboard-animation
phone-harness	1984	https://github.com/ShawnPana/phone-harness
oil-motion	1979	https://github.com/oil-oil/oil-motion
JoyAI-Video-Edit	1635	https://github.com/jd-opensource/JoyAI-Video-Edit
MatrAIx-Persona-8B	1481	https://github.com/MatrAIx-ai/MatrAIx-Persona-8B
