name	stargazers_count	html_url
DeepSpec	6686	https://github.com/deepseek-ai/DeepSpec
X4G	5810	https://github.com/x4gKing/X4G
exploitarium	3957	https://github.com/bikini/exploitarium
Codex-5.5-codex-instruct-5.5	1922	https://github.com/yynxxxxx/Codex-5.5-codex-instruct-5.5
jacobian-lens	1429	https://github.com/anthropics/jacobian-lens
CyberPPT	1333	https://github.com/crazyykhllc-bit/CyberPPT
lingbot-world-v2	1276	https://github.com/Robbyant/lingbot-world-v2
mimic	1143	https://github.com/littledivy/mimic
Three.js-Object-Sculptor-Codex-Plugin	1083	https://github.com/vinhhien112/Three.js-Object-Sculptor-Codex-Plugin
lingbot-video	825	https://github.com/Robbyant/lingbot-video
