name	stargazers_count	html_url
colleague-skill	16655	https://github.com/titanwings/colleague-skill
nuwa-skill	14891	https://github.com/alchaincyf/nuwa-skill
lingbot-map	4688	https://github.com/Robbyant/lingbot-map
OmniVoice	4326	https://github.com/k2-fsa/OmniVoice
yourself-skill	2428	https://github.com/notdog1998/yourself-skill
see-through	2250	https://github.com/shitagaki-lab/see-through
JoyAI-Image	1955	https://github.com/jd-opensource/JoyAI-Image
harness-books	1879	https://github.com/wquguru/harness-books
gemma-tuner-multimodal	1389	https://github.com/mattmireles/gemma-tuner-multimodal
OpenChronicle	1381	https://github.com/Einsia/OpenChronicle
