name	stargazers_count	html_url
Void-Tools-v2.0	2391	https://github.com/V0id-v2/Void-Tools-v2.0
ideogram4	2145	https://github.com/ideogram-oss/ideogram4
JoyAI-Echo	1613	https://github.com/jd-opensource/JoyAI-Echo
aimili-vpngate	1112	https://github.com/baoweise-bot/aimili-vpngate
reg-factory	869	https://github.com/tiantianGPU/reg-factory
dots.tts	737	https://github.com/rednote-hilab/dots.tts
TripoSplat	727	https://github.com/VAST-AI-Research/TripoSplat
qiaomu-goal-meta-skill	663	https://github.com/joeseesun/qiaomu-goal-meta-skill
SCAIL-2	649	https://github.com/zai-org/SCAIL-2
ExamPass-Assistant	644	https://github.com/WUBING2023/ExamPass-Assistant
