port	total_count	req_count
wget	449	449
git	359	359
ffmpeg	343	343
cmake	301	301
coreutils	289	289
bash	255	255
ImageMagick	254	254
nmap	254	254
htop	249	249
yt-dlp	238	238
curl	232	232
jq	217	217
rsync	214	214
autoconf	213	213
automake	213	213
gawk	190	190
tree	186	186
go	182	182
pkgconfig	178	178
unrar	175	175
inetutils	171	171
gnupg2	167	167
tmux	160	160
gsed	160	160
grep	159	159
exiftool	157	157
openssh	155	155
gmake	153	153
pandoc	149	149
findutils	147	147
rlwrap	145	145
dos2unix	144	144
xorg-server	144	144
p7zip	141	141
vim	131	131
ripgrep	131	131
openssl	129	129
bash-completion	127	127
ninja	125	125
ghostscript	122	122
graphviz	122	122
aspell-dict-en	121	121
gh	121	121
smartmontools	120	120
cargo	118	118
bison	115	115
perl5	114	114
gnutar	113	113
rust	113	113
iperf3	112	112
lynx	112	112
sqlite3-tcl	110	110
poppler	109	109
gnuplot	108	108
python313	108	108
emacs	107	107
glib2	104	104
fzf	104	104
watch	104	104
meson	101	101
python311	101	101
aspell	100	100
python312	99	99
zsh	99	99
tk	97	97
sqlite3	97	97
mtr	95	95
port_cutleaves	95	95
emacs-app	95	95
py-pip	93	93
py312-pip	92	92
subversion	91	91
cctools	88	88
texlive	88	88
libtool	88	88
gzip	87	87
mc	87	87
fd	86	86
texlive-latex-extra	83	83
texinfo	83	83
bat	82	82
neofetch	82	82
nano	82	82
openssl3	81	81
neovim	81	81
lzip	81	81
qemu	81	81
libsdl2	80	80
youtube-dl	79	79
py313-pip	79	79
OpenBLAS	79	79
tesseract-eng	79	79
boost	78	78
python310	78	78
pstree	77	77
tcl	77	77
nasm	77	77
pv	75	75
xz	75	75
libxml2	74	74
