port	total_count	req_count
wget	431	431
git	348	348
ffmpeg	326	326
cmake	291	291
coreutils	283	283
htop	245	245
nmap	245	245
ImageMagick	244	244
yt-dlp	239	239
bash	237	237
curl	225	225
rsync	207	207
jq	207	207
autoconf	206	206
automake	205	205
tree	186	186
gawk	183	183
go	181	181
pkgconfig	175	175
gnupg2	169	169
inetutils	163	163
grep	160	160
unrar	159	159
exiftool	157	157
tmux	156	156
gmake	153	153
pandoc	153	153
gsed	152	152
openssh	151	151
findutils	142	142
p7zip	138	138
dos2unix	137	137
xorg-server	137	137
rlwrap	136	136
ripgrep	132	132
bash-completion	131	131
vim	129	129
ninja	128	128
graphviz	128	128
smartmontools	128	128
gh	124	124
ghostscript	122	122
cargo	120	120
aspell-dict-en	118	118
openssl	117	117
rust	116	116
glib2	115	115
lynx	115	115
poppler	114	114
emacs	113	113
bison	110	110
watch	110	110
meson	109	109
gnutar	108	108
iperf3	108	108
fzf	108	108
perl5	108	108
python311	104	104
sqlite3	99	99
gnuplot	99	99
tk	98	98
python313	98	98
aspell	96	96
zsh	95	95
python312	92	92
mtr	91	91
port_cutleaves	91	91
emacs-app	90	90
subversion	89	89
cctools	89	89
python314	88	88
libtool	86	86
nano	86	86
gzip	86	86
tesseract-eng	86	86
fd	86	86
texlive-latex-extra	86	86
py-pip	85	85
neovim	85	85
libsdl2	83	83
uv	83	83
lzip	83	83
neofetch	82	82
bat	82	82
nasm	82	82
qemu	81	81
xz	80	80
texlive	80	80
mc	79	79
util-linux	79	79
tcl	79	79
pv	78	78
openssl3	78	78
boost	77	77
zstd	77	77
gmp	76	76
shellcheck	76	76
py312-pip	75	75
texinfo	75	75
youtube-dl	75	75
