port	total_count	req_count
wget	446	446
git	366	366
ffmpeg	347	347
cmake	303	303
coreutils	293	293
ImageMagick	255	255
htop	253	253
bash	249	249
nmap	242	242
yt-dlp	238	238
curl	228	228
jq	215	215
rsync	210	210
automake	209	209
autoconf	207	207
gawk	191	191
tree	187	187
go	181	181
pkgconfig	177	177
unrar	172	172
gnupg2	169	169
inetutils	167	167
exiftool	161	161
tmux	160	160
grep	158	158
gsed	157	157
openssh	153	153
pandoc	152	152
gmake	148	148
rlwrap	146	146
findutils	146	146
dos2unix	145	145
xorg-server	144	144
p7zip	138	138
ripgrep	134	134
vim	130	130
bash-completion	129	129
ninja	128	128
ghostscript	124	124
openssl	124	124
gh	123	123
graphviz	122	122
cargo	120	120
aspell-dict-en	119	119
smartmontools	117	117
rust	115	115
lynx	114	114
emacs	113	113
gnutar	110	110
python313	110	110
bison	110	110
sqlite3-tcl	109	109
gnuplot	109	109
python312	108	108
poppler	108	108
python311	107	107
fzf	107	107
perl5	107	107
iperf3	106	106
glib2	106	106
watch	103	103
meson	101	101
port_cutleaves	100	100
zsh	99	99
aspell	98	98
tk	97	97
subversion	96	96
emacs-app	95	95
sqlite3	94	94
py-pip	94	94
mtr	94	94
py312-pip	92	92
cctools	89	89
gzip	89	89
texlive	89	89
libtool	88	88
neofetch	87	87
py313-pip	87	87
texlive-latex-extra	85	85
mc	85	85
fd	84	84
neovim	83	83
lzip	83	83
qemu	83	83
bat	82	82
OpenBLAS	81	81
nano	80	80
tesseract-eng	80	80
libsdl2	80	80
texinfo	79	79
youtube-dl	79	79
pstree	78	78
openssl3	78	78
python310	78	78
tcl	78	78
7zip	77	77
nasm	76	76
pv	76	76
xz	75	75
boost	75	75
