port	total_count	req_count
wget	446	446
git	349	349
ffmpeg	343	343
cmake	292	292
coreutils	290	290
ImageMagick	260	260
htop	255	255
nmap	252	252
bash	247	247
yt-dlp	242	242
curl	224	224
jq	215	215
automake	210	210
rsync	210	210
autoconf	210	210
tree	184	184
gawk	184	184
go	181	181
pkgconfig	172	172
gnupg2	168	168
unrar	166	166
exiftool	166	166
inetutils	164	164
tmux	159	159
pandoc	158	158
grep	157	157
gsed	156	156
openssh	153	153
findutils	148	148
gmake	148	148
p7zip	146	146
xorg-server	143	143
dos2unix	138	138
bash-completion	135	135
vim	134	134
ripgrep	133	133
rlwrap	133	133
graphviz	129	129
gh	127	127
ninja	125	125
ghostscript	124	124
smartmontools	124	124
aspell-dict-en	118	118
cargo	118	118
openssl	117	117
bison	114	114
lynx	114	114
gnutar	114	114
poppler	112	112
watch	110	110
perl5	109	109
rust	109	109
emacs	108	108
iperf3	108	108
glib2	108	108
sqlite3-tcl	106	106
meson	106	106
python311	104	104
python313	104	104
fzf	104	104
python312	102	102
gnuplot	101	101
aspell	98	98
sqlite3	98	98
port_cutleaves	95	95
neofetch	95	95
tk	94	94
zsh	94	94
mtr	94	94
py-pip	93	93
emacs-app	90	90
cctools	89	89
fd	89	89
py312-pip	88	88
subversion	88	88
texlive-latex-extra	88	88
texlive	87	87
gzip	87	87
tesseract-eng	86	86
libtool	85	85
bat	85	85
nano	85	85
py313-pip	82	82
mc	81	81
boost	81	81
lzip	81	81
neovim	80	80
libsdl2	80	80
xz	78	78
qemu	78	78
openssl3	78	78
texinfo	77	77
python310	77	77
uv	76	76
pstree	76	76
libxml2	76	76
nasm	76	76
youtube-dl	76	76
OpenBLAS	74	74
pv	74	74
