port	total_count	req_count
wget	443	443
git	363	363
ffmpeg	348	348
cmake	305	305
coreutils	291	291
htop	256	256
nmap	250	250
ImageMagick	250	250
bash	240	240
yt-dlp	239	239
curl	225	225
jq	216	216
rsync	210	210
autoconf	208	208
automake	206	206
tree	187	187
gawk	187	187
go	178	178
pkgconfig	177	177
unrar	170	170
gnupg2	166	166
tmux	164	164
inetutils	163	163
exiftool	159	159
gsed	156	156
grep	156	156
openssh	152	152
pandoc	149	149
findutils	146	146
xorg-server	146	146
p7zip	143	143
gmake	143	143
dos2unix	140	140
rlwrap	139	139
vim	133	133
ripgrep	129	129
bash-completion	128	128
ninja	127	127
ghostscript	124	124
graphviz	123	123
openssl	122	122
cargo	121	121
gh	120	120
smartmontools	118	118
aspell-dict-en	118	118
rust	115	115
lynx	114	114
bison	110	110
emacs	109	109
glib2	109	109
iperf3	109	109
sqlite3-tcl	108	108
gnutar	107	107
watch	107	107
python312	107	107
gnuplot	106	106
python311	105	105
python313	104	104
perl5	104	104
poppler	103	103
fzf	102	102
port_cutleaves	101	101
zsh	99	99
meson	98	98
sqlite3	96	96
aspell	96	96
tk	95	95
py-pip	94	94
mtr	94	94
emacs-app	92	92
subversion	91	91
texlive	91	91
cctools	91	91
py312-pip	90	90
libtool	90	90
gzip	90	90
neofetch	89	89
py313-pip	86	86
mc	85	85
youtube-dl	85	85
qemu	84	84
OpenBLAS	84	84
fd	82	82
lzip	81	81
tesseract-eng	81	81
openssl3	79	79
libsdl2	79	79
texinfo	79	79
texlive-latex-extra	79	79
neovim	78	78
python39	78	78
xz	78	78
bat	78	78
pwgen	77	77
nano	77	77
boost	77	77
pstree	77	77
docker	76	76
py311-pip	76	76
tcl	75	75
