port	total_count	req_count
wget	447	447
git	348	348
ffmpeg	344	344
cmake	292	292
coreutils	290	290
ImageMagick	262	262
htop	254	254
nmap	250	250
bash	248	248
yt-dlp	244	244
curl	220	220
jq	215	215
autoconf	209	209
automake	209	209
rsync	208	208
tree	183	183
gawk	181	181
go	181	181
pkgconfig	169	169
unrar	167	167
gnupg2	167	167
exiftool	165	165
inetutils	163	163
tmux	159	159
pandoc	159	159
grep	156	156
gsed	154	154
openssh	152	152
findutils	148	148
p7zip	146	146
gmake	146	146
xorg-server	143	143
dos2unix	140	140
bash-completion	136	136
ripgrep	134	134
vim	133	133
rlwrap	132	132
graphviz	128	128
gh	127	127
smartmontools	124	124
ghostscript	124	124
ninja	123	123
aspell-dict-en	117	117
gnutar	115	115
cargo	115	115
openssl	115	115
lynx	113	113
bison	113	113
poppler	110	110
watch	109	109
perl5	108	108
rust	108	108
glib2	108	108
emacs	107	107
sqlite3-tcl	107	107
iperf3	107	107
meson	106	106
python312	103	103
fzf	103	103
gnuplot	102	102
python311	102	102
python313	102	102
sqlite3	97	97
aspell	97	97
neofetch	96	96
port_cutleaves	95	95
tk	94	94
zsh	94	94
py-pip	93	93
mtr	92	92
emacs-app	90	90
subversion	89	89
texlive-latex-extra	89	89
cctools	88	88
texlive	88	88
py312-pip	88	88
fd	88	88
gzip	86	86
tesseract-eng	85	85
bat	85	85
nano	84	84
libtool	83	83
neovim	82	82
py313-pip	82	82
mc	81	81
lzip	81	81
boost	80	80
libsdl2	80	80
qemu	78	78
openssl3	78	78
texinfo	77	77
youtube-dl	77	77
python310	77	77
uv	76	76
pstree	76	76
xz	76	76
nasm	75	75
pv	74	74
libxml2	74	74
zstd	74	74
