port	total_count	req_count
wget	435	435
git	352	352
ffmpeg	333	333
cmake	298	298
coreutils	282	282
htop	250	250
ImageMagick	250	250
nmap	247	247
bash	245	245
yt-dlp	244	244
curl	225	225
autoconf	208	208
jq	205	205
rsync	204	204
automake	204	204
gawk	189	189
go	184	184
tree	183	183
inetutils	172	172
gnupg2	170	170
pkgconfig	169	169
tmux	164	164
unrar	160	160
grep	158	158
exiftool	156	156
pandoc	156	156
openssh	154	154
gsed	154	154
gmake	151	151
xorg-server	146	146
p7zip	144	144
findutils	144	144
rlwrap	139	139
dos2unix	139	139
bash-completion	131	131
ripgrep	130	130
vim	128	128
smartmontools	127	127
ghostscript	126	126
ninja	125	125
graphviz	125	125
gh	122	122
openssl	121	121
cargo	120	120
poppler	117	117
aspell-dict-en	117	117
bison	114	114
rust	114	114
lynx	113	113
watch	113	113
fzf	112	112
iperf3	111	111
emacs	109	109
gnutar	108	108
perl5	108	108
glib2	107	107
meson	105	105
python311	103	103
python313	101	101
gnuplot	100	100
sqlite3	98	98
python312	98	98
aspell	97	97
tk	96	96
mtr	96	96
port_cutleaves	94	94
zsh	93	93
nano	92	92
subversion	91	91
cctools	90	90
libtool	87	87
texlive-latex-extra	87	87
py-pip	87	87
emacs-app	87	87
mc	86	86
neovim	85	85
qemu	84	84
fd	84	84
lzip	84	84
gzip	84	84
libsdl2	84	84
tesseract-eng	83	83
python314	83	83
bat	82	82
tcl	82	82
neofetch	81	81
py312-pip	81	81
uv	80	80
nasm	80	80
sqlite3-tcl	79	79
texlive	79	79
util-linux	79	79
pstree	79	79
youtube-dl	79	79
boost	78	78
texinfo	78	78
xz	76	76
zstd	76	76
py313-pip	76	76
libxml2	75	75
