port	total_count	req_count
wget	443	443
git	346	346
ffmpeg	343	343
cmake	292	292
coreutils	285	285
ImageMagick	257	257
htop	251	251
nmap	250	250
bash	245	245
yt-dlp	243	243
curl	220	220
jq	212	212
automake	209	209
rsync	209	209
autoconf	208	208
tree	183	183
gawk	180	180
go	178	178
pkgconfig	168	168
gnupg2	168	168
unrar	166	166
exiftool	164	164
inetutils	163	163
pandoc	159	159
tmux	157	157
grep	153	153
gsed	151	151
openssh	150	150
p7zip	146	146
findutils	145	145
gmake	145	145
xorg-server	144	144
dos2unix	138	138
bash-completion	136	136
vim	133	133
rlwrap	132	132
ripgrep	132	132
graphviz	129	129
gh	127	127
ghostscript	125	125
smartmontools	125	125
ninja	121	121
aspell-dict-en	116	116
cargo	116	116
openssl	115	115
gnutar	113	113
bison	113	113
poppler	111	111
lynx	111	111
perl5	108	108
rust	108	108
watch	107	107
iperf3	107	107
glib2	106	106
sqlite3-tcl	105	105
emacs	104	104
meson	104	104
python311	102	102
python313	102	102
python312	102	102
fzf	102	102
gnuplot	101	101
aspell	96	96
sqlite3	96	96
port_cutleaves	95	95
tk	93	93
neofetch	93	93
py-pip	93	93
zsh	92	92
mtr	91	91
emacs-app	90	90
subversion	89	89
texlive-latex-extra	88	88
fd	87	87
py312-pip	87	87
texlive	86	86
cctools	86	86
libtool	85	85
gzip	84	84
tesseract-eng	84	84
bat	83	83
py313-pip	81	81
nano	81	81
mc	80	80
libsdl2	80	80
neovim	80	80
lzip	79	79
openssl3	79	79
boost	79	79
qemu	79	79
uv	77	77
youtube-dl	77	77
texinfo	76	76
pstree	76	76
python310	76	76
xz	75	75
OpenBLAS	74	74
libxml2	74	74
nasm	74	74
zstd	74	74
