port	total_count	req_count
wget	439	439
git	356	356
ffmpeg	345	345
cmake	299	299
coreutils	287	287
htop	254	254
nmap	246	246
ImageMagick	246	246
yt-dlp	242	242
bash	241	241
curl	221	221
jq	211	211
rsync	205	205
automake	202	202
autoconf	202	202
tree	186	186
gawk	184	184
go	176	176
pkgconfig	175	175
unrar	169	169
gnupg2	163	163
inetutils	162	162
tmux	161	161
exiftool	156	156
grep	155	155
gsed	152	152
pandoc	150	150
openssh	150	150
xorg-server	145	145
findutils	142	142
gmake	140	140
p7zip	140	140
dos2unix	139	139
rlwrap	136	136
vim	129	129
ninja	126	126
bash-completion	126	126
ripgrep	125	125
graphviz	124	124
ghostscript	122	122
openssl	121	121
gh	121	121
cargo	118	118
smartmontools	116	116
aspell-dict-en	115	115
lynx	112	112
glib2	111	111
rust	110	110
bison	109	109
iperf3	108	108
python312	108	108
gnutar	107	107
sqlite3-tcl	106	106
watch	105	105
gnuplot	105	105
perl5	103	103
emacs	103	103
poppler	102	102
python311	101	101
python313	100	100
fzf	99	99
meson	98	98
port_cutleaves	97	97
zsh	96	96
tk	95	95
py-pip	95	95
aspell	94	94
sqlite3	94	94
texlive	91	91
emacs-app	91	91
cctools	90	90
mtr	90	90
subversion	89	89
gzip	88	88
libtool	87	87
py312-pip	87	87
youtube-dl	86	86
neofetch	86	86
py313-pip	85	85
OpenBLAS	85	85
qemu	85	85
mc	83	83
tesseract-eng	80	80
lzip	80	80
texlive-latex-extra	79	79
fd	79	79
openssl3	79	79
texinfo	78	78
libsdl2	78	78
xz	77	77
pstree	77	77
docker	77	77
neovim	76	76
python39	76	76
bat	76	76
nano	76	76
py311-pip	75	75
tcl	75	75
nasm	74	74
boost	74	74
