port	total_count	req_count
wget	430	430
git	351	351
ffmpeg	322	322
cmake	295	295
coreutils	272	272
htop	248	248
yt-dlp	243	243
bash	240	240
nmap	237	237
curl	231	231
ImageMagick	227	227
rsync	211	211
autoconf	207	207
automake	205	205
jq	203	203
tree	183	183
go	182	182
gawk	176	176
pkgconfig	173	173
gnupg2	165	165
tmux	163	163
inetutils	162	162
exiftool	157	157
grep	152	152
pandoc	151	151
openssh	151	151
unrar	148	148
gmake	146	146
gsed	145	145
xorg-server	143	143
rlwrap	137	137
findutils	135	135
p7zip	135	135
ripgrep	134	134
ninja	131	131
gh	127	127
bash-completion	127	127
graphviz	127	127
ghostscript	127	127
openssl	127	127
vim	125	125
dos2unix	124	124
smartmontools	122	122
cargo	121	121
rust	120	120
poppler	117	117
aspell-dict-en	117	117
bison	113	113
watch	112	112
fzf	112	112
lynx	110	110
meson	109	109
glib2	109	109
python311	105	105
perl5	105	105
sqlite3	103	103
gnutar	103	103
emacs	101	101
gnuplot	101	101
tk	100	100
iperf3	100	100
aspell	98	98
python314	96	96
zsh	96	96
python312	95	95
python313	94	94
subversion	89	89
libtool	88	88
mtr	88	88
port_cutleaves	87	87
bat	87	87
neovim	86	86
fd	86	86
emacs-app	85	85
uv	85	85
py-pip	84	84
cctools	84	84
xz	84	84
openssl3	83	83
libsdl2	83	83
tesseract-eng	82	82
texlive-latex-extra	82	82
nasm	82	82
neofetch	81	81
lzip	80	80
nano	80	80
py312-pip	80	80
tcl	80	80
gzip	79	79
texinfo	79	79
qemu	77	77
texlive	77	77
boost	77	77
readline	76	76
tesseract	75	75
mc	75	75
libxml2	75	75
gmp	75	75
py313-pip	73	73
parallel	73	73
