port	total_count	req_count
wget	438	438
git	339	339
ffmpeg	333	333
cmake	293	293
coreutils	283	283
yt-dlp	245	245
bash	244	244
htop	244	244
nmap	243	243
ImageMagick	242	242
curl	234	234
autoconf	212	212
rsync	211	211
automake	210	210
jq	206	206
tree	192	192
go	183	183
gawk	181	181
pkgconfig	173	173
gnupg2	166	166
inetutils	165	165
exiftool	164	164
grep	162	162
unrar	159	159
tmux	157	157
gmake	153	153
openssh	151	151
gsed	151	151
pandoc	150	150
findutils	144	144
p7zip	143	143
xorg-server	137	137
ninja	135	135
rlwrap	135	135
dos2unix	134	134
bash-completion	131	131
ripgrep	131	131
smartmontools	130	130
gh	127	127
ghostscript	127	127
graphviz	126	126
vim	125	125
cargo	125	125
rust	124	124
openssl	122	122
lynx	118	118
glib2	118	118
aspell-dict-en	117	117
poppler	116	116
bison	116	116
watch	114	114
meson	113	113
gnutar	111	111
perl5	110	110
emacs	110	110
fzf	109	109
python311	106	106
iperf3	105	105
sqlite3	105	105
python313	100	100
tk	99	99
python312	98	98
aspell	98	98
gnuplot	96	96
zsh	95	95
mtr	91	91
cctools	91	91
lzip	90	90
texlive-latex-extra	89	89
gzip	89	89
nasm	89	89
port_cutleaves	89	89
subversion	89	89
libtool	88	88
python314	88	88
uv	87	87
emacs-app	86	86
libsdl2	86	86
openssl3	85	85
nano	84	84
py-pip	83	83
xz	83	83
fd	83	83
bat	82	82
texinfo	82	82
neovim	82	82
tesseract-eng	82	82
tcl	81	81
neofetch	80	80
boost	79	79
qemu	79	79
texlive	79	79
gmp	79	79
libxml2	78	78
py312-pip	78	78
readline	77	77
util-linux	77	77
file	76	76
youtube-dl	76	76
mc	76	76
