port	total_count	req_count
wget	437	437
git	350	350
ffmpeg	341	341
cmake	308	308
coreutils	282	282
ImageMagick	254	254
bash	249	249
htop	248	248
nmap	248	248
yt-dlp	244	244
curl	231	231
autoconf	212	212
jq	210	210
automake	209	209
rsync	204	204
gawk	193	193
go	184	184
tree	183	183
inetutils	175	175
pkgconfig	173	173
gnupg2	170	170
unrar	166	166
tmux	161	161
grep	158	158
gsed	157	157
exiftool	157	157
pandoc	155	155
openssh	154	154
gmake	152	152
xorg-server	149	149
findutils	144	144
p7zip	143	143
rlwrap	141	141
dos2unix	140	140
bash-completion	137	137
ripgrep	133	133
vim	133	133
ghostscript	129	129
ninja	127	127
smartmontools	126	126
graphviz	126	126
gh	120	120
openssl	119	119
aspell-dict-en	118	118
cargo	118	118
poppler	117	117
bison	116	116
rust	113	113
glib2	113	113
emacs	113	113
watch	113	113
lynx	113	113
fzf	112	112
iperf3	111	111
gnutar	109	109
perl5	108	108
meson	106	106
sqlite3-tcl	106	106
python311	105	105
gnuplot	105	105
python313	102	102
python312	98	98
tk	98	98
aspell	98	98
sqlite3	97	97
port_cutleaves	95	95
zsh	94	94
mtr	94	94
cctools	94	94
subversion	91	91
texlive-latex-extra	90	90
libtool	90	90
emacs-app	89	89
nano	88	88
libsdl2	88	88
mc	87	87
py-pip	87	87
fd	86	86
qemu	85	85
neovim	85	85
lzip	84	84
bat	84	84
gzip	84	84
py312-pip	83	83
tesseract-eng	82	82
pstree	82	82
boost	82	82
neofetch	81	81
openssl3	81	81
nasm	80	80
python314	80	80
youtube-dl	80	80
uv	80	80
texlive	79	79
py313-pip	79	79
texinfo	78	78
tcl	78	78
doxygen	78	78
python310	77	77
OpenBLAS	77	77
