port	total_count	req_count
wget	448	448
git	347	347
ffmpeg	341	341
cmake	294	294
coreutils	289	289
ImageMagick	262	262
htop	251	251
nmap	250	250
bash	248	248
yt-dlp	240	240
curl	227	227
autoconf	214	214
jq	213	213
automake	213	213
rsync	212	212
gawk	185	185
tree	183	183
go	180	180
pkgconfig	175	175
gnupg2	171	171
exiftool	166	166
unrar	165	165
inetutils	162	162
tmux	160	160
grep	160	160
pandoc	159	159
gsed	156	156
openssh	154	154
gmake	150	150
findutils	148	148
p7zip	146	146
xorg-server	143	143
dos2unix	137	137
bash-completion	135	135
rlwrap	134	134
vim	134	134
ripgrep	134	134
graphviz	128	128
gh	127	127
ghostscript	127	127
ninja	126	126
smartmontools	125	125
openssl	120	120
cargo	120	120
aspell-dict-en	119	119
lynx	116	116
bison	115	115
gnutar	114	114
perl5	111	111
rust	111	111
watch	110	110
glib2	110	110
poppler	110	110
emacs	108	108
sqlite3-tcl	108	108
meson	106	106
fzf	105	105
python313	105	105
python312	104	104
python311	104	104
iperf3	104	104
sqlite3	100	100
gnuplot	100	100
aspell	99	99
zsh	96	96
port_cutleaves	96	96
neofetch	96	96
tk	95	95
mtr	94	94
py-pip	93	93
fd	90	90
subversion	89	89
gzip	89	89
emacs-app	89	89
cctools	89	89
texlive-latex-extra	88	88
py312-pip	88	88
texlive	87	87
nano	86	86
libtool	86	86
bat	86	86
tesseract-eng	85	85
lzip	83	83
py313-pip	82	82
mc	81	81
neovim	81	81
libsdl2	81	81
boost	80	80
qemu	79	79
xz	79	79
texinfo	79	79
openssl3	78	78
nasm	78	78
youtube-dl	77	77
libxml2	77	77
python310	77	77
uv	76	76
pstree	75	75
OpenBLAS	75	75
pv	74	74
