port	total_count	req_count
wget	436	436
git	338	338
ffmpeg	329	329
cmake	290	290
coreutils	282	282
htop	247	247
bash	244	244
ImageMagick	242	242
yt-dlp	242	242
nmap	241	241
curl	228	228
rsync	209	209
autoconf	207	207
jq	206	206
automake	205	205
tree	190	190
gawk	182	182
go	181	181
pkgconfig	168	168
gnupg2	167	167
inetutils	165	165
exiftool	163	163
grep	162	162
unrar	159	159
tmux	158	158
gsed	151	151
pandoc	150	150
gmake	150	150
openssh	149	149
findutils	145	145
p7zip	142	142
xorg-server	136	136
rlwrap	135	135
dos2unix	134	134
ripgrep	132	132
bash-completion	130	130
ninja	130	130
smartmontools	128	128
gh	128	128
graphviz	125	125
vim	124	124
ghostscript	124	124
cargo	123	123
rust	121	121
lynx	119	119
aspell-dict-en	118	118
openssl	116	116
glib2	115	115
watch	114	114
poppler	114	114
bison	113	113
meson	111	111
fzf	110	110
emacs	110	110
perl5	109	109
gnutar	109	109
iperf3	105	105
python311	102	102
sqlite3	99	99
tk	99	99
gnuplot	98	98
aspell	98	98
python313	97	97
python312	97	97
zsh	95	95
subversion	90	90
texlive-latex-extra	90	90
mtr	90	90
port_cutleaves	90	90
gzip	89	89
python314	88	88
emacs-app	87	87
cctools	87	87
nasm	87	87
libsdl2	86	86
uv	86	86
lzip	85	85
nano	84	84
neovim	83	83
py-pip	83	83
tesseract-eng	83	83
openssl3	83	83
fd	83	83
libtool	83	83
bat	82	82
qemu	81	81
texinfo	81	81
neofetch	80	80
tcl	80	80
texlive	80	80
boost	78	78
py312-pip	78	78
gmp	77	77
xz	77	77
mc	76	76
util-linux	76	76
shellcheck	75	75
file	75	75
apache2	74	74
pv	74	74
