port	total_count	req_count
wget	451	451
git	354	354
ffmpeg	338	338
cmake	300	300
coreutils	285	285
ImageMagick	262	262
bash	252	252
htop	251	251
nmap	249	249
yt-dlp	236	236
curl	231	231
autoconf	215	215
jq	214	214
automake	213	213
rsync	210	210
gawk	186	186
tree	183	183
go	180	180
pkgconfig	178	178
gnupg2	168	168
inetutils	166	166
unrar	162	162
tmux	161	161
exiftool	160	160
grep	159	159
pandoc	156	156
gsed	155	155
openssh	155	155
gmake	152	152
findutils	147	147
p7zip	144	144
xorg-server	140	140
dos2unix	139	139
ripgrep	134	134
rlwrap	134	134
vim	134	134
bash-completion	131	131
gh	126	126
ninja	125	125
graphviz	124	124
openssl	123	123
ghostscript	122	122
smartmontools	121	121
cargo	118	118
lynx	118	118
gnutar	117	117
aspell-dict-en	116	116
bison	115	115
perl5	113	113
rust	111	111
glib2	109	109
poppler	108	108
watch	107	107
iperf3	107	107
emacs	106	106
sqlite3-tcl	105	105
meson	103	103
python312	103	103
fzf	103	103
gnuplot	102	102
python311	101	101
python313	101	101
port_cutleaves	96	96
aspell	96	96
sqlite3	96	96
tk	95	95
zsh	95	95
mtr	95	95
neofetch	94	94
py-pip	92	92
fd	90	90
cctools	90	90
subversion	90	90
emacs-app	89	89
texlive	89	89
py312-pip	87	87
gzip	87	87
libtool	86	86
mc	86	86
bat	86	86
neovim	85	85
nano	85	85
texlive-latex-extra	84	84
texinfo	83	83
py313-pip	83	83
tesseract-eng	83	83
qemu	82	82
lzip	80	80
libsdl2	80	80
nasm	80	80
youtube-dl	79	79
boost	79	79
xz	78	78
7zip	76	76
uv	76	76
python310	76	76
pstree	75	75
openssl3	75	75
tcl	75	75
OpenBLAS	74	74
