port	total_count	req_count
wget	450	450
git	361	361
ffmpeg	349	349
cmake	300	300
coreutils	288	288
ImageMagick	256	256
bash	255	255
htop	253	253
nmap	244	244
yt-dlp	240	240
curl	231	231
jq	215	215
rsync	213	213
automake	212	212
autoconf	208	208
gawk	190	190
tree	186	186
go	184	184
pkgconfig	176	176
unrar	173	173
inetutils	169	169
gnupg2	168	168
grep	159	159
openssh	158	158
exiftool	158	158
gsed	157	157
tmux	156	156
pandoc	149	149
rlwrap	148	148
gmake	147	147
dos2unix	144	144
xorg-server	144	144
findutils	144	144
p7zip	138	138
ripgrep	133	133
vim	133	133
bash-completion	130	130
openssl	130	130
graphviz	126	126
ninja	125	125
ghostscript	125	125
gh	122	122
cargo	122	122
aspell-dict-en	121	121
smartmontools	117	117
rust	116	116
lynx	113	113
sqlite3-tcl	113	113
poppler	112	112
gnutar	112	112
bison	112	112
emacs	111	111
perl5	111	111
gnuplot	111	111
iperf3	108	108
python313	107	107
fzf	106	106
python311	105	105
glib2	105	105
python312	104	104
watch	102	102
aspell	100	100
meson	100	100
zsh	99	99
sqlite3	97	97
tk	96	96
port_cutleaves	96	96
subversion	95	95
emacs-app	95	95
py-pip	94	94
mtr	94	94
py312-pip	92	92
mc	90	90
texlive	90	90
libtool	89	89
cctools	88	88
gzip	86	86
fd	86	86
bat	83	83
py313-pip	83	83
texlive-latex-extra	83	83
neofetch	82	82
OpenBLAS	82	82
libsdl2	82	82
qemu	81	81
lzip	81	81
openssl3	80	80
neovim	80	80
nano	80	80
tesseract-eng	80	80
texinfo	80	80
youtube-dl	79	79
nasm	79	79
tcl	77	77
python310	77	77
pstree	77	77
boost	76	76
7zip	75	75
xz	75	75
pv	75	75
