port	total_count	req_count
wget	435	435
git	346	346
ffmpeg	339	339
cmake	294	294
coreutils	284	284
ImageMagick	252	252
bash	250	250
nmap	249	249
yt-dlp	247	247
htop	246	246
curl	228	228
jq	213	213
autoconf	212	212
automake	211	211
rsync	203	203
gawk	190	190
go	185	185
tree	181	181
inetutils	175	175
pkgconfig	173	173
gnupg2	166	166
unrar	164	164
grep	159	159
tmux	159	159
gsed	156	156
exiftool	156	156
openssh	153	153
gmake	150	150
pandoc	149	149
findutils	146	146
xorg-server	142	142
dos2unix	141	141
rlwrap	141	141
p7zip	140	140
bash-completion	139	139
ripgrep	133	133
vim	131	131
smartmontools	128	128
ghostscript	127	127
graphviz	124	124
gh	123	123
ninja	123	123
openssl	123	123
bison	119	119
poppler	117	117
aspell-dict-en	117	117
cargo	116	116
glib2	114	114
rust	112	112
emacs	111	111
fzf	111	111
lynx	111	111
gnutar	111	111
iperf3	111	111
watch	110	110
python311	108	108
perl5	107	107
python313	107	107
sqlite3-tcl	105	105
meson	105	105
gnuplot	103	103
python312	102	102
tk	100	100
aspell	97	97
sqlite3	96	96
port_cutleaves	95	95
cctools	94	94
mtr	94	94
libtool	92	92
zsh	92	92
emacs-app	89	89
texlive-latex-extra	88	88
subversion	88	88
py-pip	87	87
libsdl2	87	87
fd	87	87
neofetch	86	86
mc	85	85
gzip	85	85
bat	85	85
qemu	85	85
neovim	84	84
tesseract-eng	84	84
openssl3	84	84
lzip	84	84
nano	84	84
py312-pip	83	83
texinfo	81	81
pstree	80	80
boost	80	80
texlive	79	79
tcl	78	78
python310	78	78
nasm	78	78
zstd	78	78
py313-pip	78	78
python314	78	78
libxml2	77	77
uv	77	77
xz	76	76
