port	total_count	req_count
wget	439	439
git	360	360
ffmpeg	350	350
cmake	291	291
coreutils	279	279
nmap	253	253
ImageMagick	251	251
htop	251	251
yt-dlp	246	246
bash	239	239
curl	221	221
jq	214	214
rsync	201	201
autoconf	196	196
automake	193	193
tree	184	184
gawk	184	184
go	177	177
unrar	172	172
pkgconfig	168	168
tmux	163	163
gnupg2	162	162
inetutils	162	162
grep	156	156
pandoc	153	153
exiftool	153	153
openssh	151	151
gsed	151	151
findutils	143	143
p7zip	143	143
rlwrap	142	142
xorg-server	139	139
gmake	137	137
dos2unix	132	132
graphviz	127	127
bash-completion	127	127
vim	124	124
ripgrep	120	120
cargo	120	120
ghostscript	119	119
openssl	119	119
ninja	118	118
gh	118	118
smartmontools	118	118
aspell-dict-en	117	117
glib2	109	109
bison	109	109
gnutar	108	108
rust	108	108
lynx	108	108
iperf3	108	108
poppler	106	106
emacs	106	106
python312	106	106
perl5	106	106
python311	104	104
watch	104	104
fzf	102	102
python313	101	101
aspell	100	100
sqlite3-tcl	100	100
gnuplot	98	98
texlive	97	97
zsh	97	97
meson	93	93
tk	92	92
subversion	91	91
mc	90	90
emacs-app	90	90
py-pip	89	89
sqlite3	89	89
port_cutleaves	89	89
mtr	88	88
py312-pip	87	87
texlive-latex-extra	87	87
cctools	87	87
py313-pip	87	87
OpenBLAS	84	84
youtube-dl	84	84
qemu	83	83
libtool	83	83
gzip	83	83
lzip	80	80
tesseract-eng	80	80
nano	79	79
neofetch	79	79
fd	79	79
texinfo	78	78
openssl3	78	78
pstree	77	77
neovim	76	76
libsdl2	75	75
bat	75	75
nasm	75	75
docker	74	74
python310	74	74
boost	74	74
pwgen	73	73
util-linux	73	73
ccache	73	73
