port	total_count	req_count
wget	460	460
git	361	361
ffmpeg	350	350
cmake	302	302
coreutils	289	289
ImageMagick	261	261
nmap	258	258
htop	253	253
bash	253	253
yt-dlp	243	243
curl	235	235
jq	219	219
automake	217	217
autoconf	217	217
rsync	214	214
gawk	192	192
tree	188	188
go	186	186
pkgconfig	183	183
unrar	172	172
gnupg2	171	171
inetutils	170	170
tmux	162	162
grep	161	161
gsed	160	160
exiftool	159	159
gmake	156	156
openssh	155	155
pandoc	154	154
findutils	147	147
p7zip	145	145
rlwrap	144	144
xorg-server	141	141
dos2unix	140	140
vim	134	134
openssl	131	131
ripgrep	130	130
bash-completion	129	129
ninja	128	128
ghostscript	124	124
cargo	123	123
graphviz	123	123
gh	121	121
smartmontools	120	120
aspell-dict-en	119	119
bison	119	119
gnutar	116	116
lynx	116	116
perl5	114	114
rust	112	112
iperf3	110	110
poppler	109	109
emacs	109	109
python313	109	109
sqlite3-tcl	108	108
glib2	108	108
gnuplot	106	106
fzf	106	106
meson	106	106
watch	106	106
python311	105	105
python312	104	104
sqlite3	100	100
aspell	99	99
tk	99	99
zsh	98	98
port_cutleaves	96	96
mtr	96	96
emacs-app	93	93
py-pip	92	92
py312-pip	92	92
subversion	92	92
mc	90	90
cctools	90	90
texlive	90	90
fd	89	89
libtool	89	89
neofetch	88	88
texlive-latex-extra	88	88
gzip	87	87
neovim	85	85
bat	85	85
qemu	84	84
nano	84	84
lzip	84	84
py313-pip	83	83
texinfo	83	83
tesseract-eng	82	82
libsdl2	82	82
tcl	80	80
nasm	80	80
youtube-dl	79	79
openssl3	79	79
boost	79	79
pstree	79	79
7zip	77	77
OpenBLAS	77	77
python310	77	77
pv	76	76
gcc14	76	76
