port	total_count	req_count
wget	436	436
git	349	349
ffmpeg	340	340
cmake	304	304
coreutils	283	283
ImageMagick	250	250
bash	249	249
htop	249	249
nmap	246	246
yt-dlp	243	243
curl	231	231
autoconf	213	213
automake	210	210
jq	210	210
rsync	201	201
gawk	193	193
go	183	183
tree	181	181
inetutils	176	176
pkgconfig	171	171
gnupg2	169	169
unrar	164	164
tmux	161	161
grep	158	158
gsed	157	157
exiftool	156	156
pandoc	155	155
openssh	153	153
gmake	152	152
xorg-server	148	148
findutils	145	145
p7zip	143	143
rlwrap	140	140
dos2unix	140	140
bash-completion	137	137
ripgrep	133	133
vim	133	133
ghostscript	127	127
smartmontools	127	127
ninja	127	127
graphviz	125	125
gh	120	120
openssl	120	120
aspell-dict-en	118	118
poppler	118	118
cargo	117	117
bison	116	116
rust	114	114
lynx	114	114
glib2	113	113
watch	113	113
fzf	112	112
iperf3	112	112
emacs	110	110
gnutar	109	109
meson	107	107
perl5	107	107
python311	106	106
sqlite3-tcl	106	106
python313	103	103
gnuplot	103	103
python312	98	98
aspell	98	98
tk	97	97
sqlite3	96	96
zsh	94	94
cctools	94	94
port_cutleaves	94	94
mtr	93	93
subversion	91	91
libtool	90	90
emacs-app	89	89
texlive-latex-extra	89	89
nano	89	89
mc	87	87
py-pip	87	87
libsdl2	87	87
fd	86	86
neovim	85	85
gzip	84	84
bat	84	84
qemu	84	84
py312-pip	83	83
lzip	83	83
neofetch	82	82
tesseract-eng	82	82
openssl3	82	82
pstree	82	82
boost	82	82
nasm	80	80
python314	80	80
uv	80	80
py313-pip	79	79
youtube-dl	79	79
tcl	78	78
texlive	78	78
texinfo	78	78
doxygen	78	78
OpenBLAS	77	77
python310	76	76
