port	total_count	req_count
wget	438	438
git	357	357
ffmpeg	346	346
cmake	296	296
coreutils	283	283
ImageMagick	252	252
htop	252	252
nmap	250	250
yt-dlp	245	245
bash	244	244
curl	225	225
jq	211	211
rsync	200	200
autoconf	198	198
automake	195	195
gawk	184	184
tree	184	184
go	175	175
unrar	174	174
pkgconfig	171	171
gnupg2	165	165
tmux	163	163
inetutils	163	163
exiftool	155	155
pandoc	153	153
grep	152	152
gsed	151	151
openssh	151	151
p7zip	143	143
xorg-server	140	140
findutils	140	140
rlwrap	138	138
gmake	136	136
dos2unix	135	135
vim	127	127
bash-completion	127	127
ripgrep	124	124
graphviz	123	123
ninja	121	121
openssl	120	120
gh	119	119
cargo	119	119
ghostscript	117	117
smartmontools	116	116
aspell-dict-en	115	115
glib2	112	112
rust	110	110
iperf3	109	109
gnutar	108	108
perl5	108	108
watch	106	106
bison	106	106
lynx	106	106
python312	105	105
emacs	104	104
poppler	103	103
python311	102	102
sqlite3-tcl	102	102
fzf	101	101
gnuplot	101	101
python313	100	100
zsh	99	99
aspell	97	97
texlive	96	96
sqlite3	93	93
py-pip	93	93
meson	93	93
tk	92	92
port_cutleaves	92	92
emacs-app	90	90
subversion	89	89
cctools	88	88
youtube-dl	87	87
qemu	87	87
mtr	86	86
neofetch	86	86
OpenBLAS	86	86
py312-pip	85	85
mc	85	85
gzip	84	84
texlive-latex-extra	83	83
libtool	82	82
py313-pip	82	82
nano	81	81
neovim	80	80
pstree	79	79
lzip	79	79
tesseract-eng	78	78
openssl3	78	78
fd	78	78
texinfo	78	78
docker	77	77
libsdl2	76	76
xz	75	75
boost	74	74
nasm	74	74
util-linux	74	74
pv	73	73
py311-pip	73	73
bat	73	73
