port	total_count	req_count
wget	449	449
git	361	361
ffmpeg	345	345
cmake	303	303
coreutils	286	286
ImageMagick	256	256
bash	254	254
htop	252	252
nmap	251	251
yt-dlp	235	235
curl	231	231
jq	216	216
rsync	215	215
automake	213	213
autoconf	212	212
gawk	190	190
tree	188	188
go	185	185
pkgconfig	178	178
unrar	175	175
inetutils	171	171
gnupg2	167	167
grep	160	160
gsed	159	159
tmux	159	159
openssh	157	157
exiftool	156	156
gmake	152	152
rlwrap	149	149
pandoc	148	148
xorg-server	146	146
findutils	145	145
dos2unix	144	144
p7zip	140	140
ripgrep	133	133
vim	131	131
openssl	129	129
bash-completion	128	128
ghostscript	126	126
graphviz	125	125
ninja	124	124
aspell-dict-en	122	122
cargo	120	120
gh	119	119
smartmontools	119	119
rust	116	116
perl5	114	114
bison	114	114
sqlite3-tcl	113	113
gnutar	113	113
lynx	112	112
iperf3	110	110
poppler	110	110
emacs	109	109
python313	109	109
gnuplot	109	109
fzf	105	105
watch	104	104
glib2	104	104
python311	103	103
aspell	101	101
meson	101	101
python312	99	99
zsh	98	98
sqlite3	97	97
tk	97	97
emacs-app	96	96
port_cutleaves	95	95
py-pip	94	94
mtr	94	94
subversion	93	93
py312-pip	90	90
cctools	88	88
libtool	88	88
mc	87	87
fd	87	87
texlive	87	87
gzip	86	86
neofetch	83	83
bat	82	82
texlive-latex-extra	82	82
neovim	82	82
libsdl2	82	82
texinfo	82	82
lzip	81	81
py313-pip	80	80
nano	80	80
OpenBLAS	80	80
openssl3	79	79
boost	79	79
qemu	79	79
tesseract-eng	79	79
tcl	78	78
youtube-dl	78	78
nasm	77	77
python310	77	77
pstree	76	76
pv	76	76
7zip	75	75
xz	74	74
