port	total_count	req_count
wget	449	449
git	363	363
ffmpeg	350	350
cmake	303	303
coreutils	289	289
bash	254	254
ImageMagick	253	253
htop	253	253
nmap	243	243
yt-dlp	238	238
curl	230	230
jq	215	215
automake	214	214
rsync	212	212
autoconf	210	210
gawk	193	193
tree	187	187
go	184	184
pkgconfig	177	177
unrar	172	172
inetutils	169	169
gnupg2	168	168
grep	160	160
openssh	159	159
exiftool	158	158
gsed	157	157
tmux	156	156
gmake	148	148
pandoc	148	148
findutils	147	147
rlwrap	147	147
xorg-server	145	145
dos2unix	143	143
p7zip	139	139
ripgrep	133	133
vim	132	132
bash-completion	131	131
openssl	129	129
ninja	127	127
graphviz	126	126
ghostscript	126	126
gh	122	122
aspell-dict-en	122	122
cargo	122	122
smartmontools	117	117
rust	116	116
lynx	114	114
sqlite3-tcl	113	113
bison	113	113
gnutar	112	112
poppler	112	112
emacs	112	112
gnuplot	111	111
perl5	109	109
iperf3	108	108
python313	108	108
glib2	107	107
fzf	106	106
python311	106	106
python312	104	104
meson	103	103
aspell	101	101
watch	101	101
zsh	100	100
port_cutleaves	97	97
sqlite3	97	97
subversion	96	96
tk	96	96
emacs-app	96	96
py-pip	95	95
mtr	93	93
texlive	92	92
py312-pip	92	92
mc	90	90
cctools	89	89
libtool	89	89
gzip	87	87
fd	86	86
neofetch	85	85
py313-pip	85	85
bat	83	83
texlive-latex-extra	83	83
libsdl2	82	82
lzip	82	82
OpenBLAS	82	82
nano	81	81
nasm	81	81
qemu	81	81
texinfo	81	81
tesseract-eng	81	81
openssl3	80	80
neovim	79	79
youtube-dl	78	78
tcl	77	77
python310	77	77
pstree	77	77
7zip	76	76
boost	76	76
xz	75	75
pv	75	75
